customer_id,risk_score,fraud_occurrence
cust101269,0.23,0
cust101270,0.06,0
cust101271,0.16,0
cust101272,0.16,0
cust101273,0.21,0
cust101274,0.07,0
cust101275,0.06,0
cust101276,0.39,0
cust101277,0.34,0
cust101278,0.31,0
cust101279,0.42,0
cust101280,0.25,1
cust101281,0.19,0
cust101282,0.26,0
cust101283,0.0,0
cust101284,0.07,0
cust101285,0.29,0
cust101286,0.2,0
cust101287,0.05,0
cust101288,0.28,0
cust101289,0.32,0
cust101290,0.28,1
cust101291,0.2,0
cust101292,0.1,0
cust101293,0.21,0
cust101294,0.25,0
cust101295,0.16,0
cust101296,0.27,0
cust101297,0.24,0
cust101298,0.24,0
cust101299,0.0,0
cust101300,0.33,1
cust101301,0.41,0
cust101302,0.15,0
cust101303,0.02,0
cust101304,0.28,0
cust101305,0.14,0
cust101306,0.08,1
cust101307,0.35,0
cust101308,0.03,0
cust101309,0.29,0
cust101310,0.05,0
cust101311,0.38,0
cust101312,0.26,0
cust101313,0.17,0
cust101314,0.22,0
cust101315,0.27,0
cust101316,0.3,0
cust101317,0.3,0
cust101318,0.27,0
cust101319,0.14,0
cust101320,0.28,0
cust101321,0.04,0
cust101322,0.32,0
cust101323,0.3,0
cust101324,0.37,0
cust101325,0.13,0
cust101326,0.22,1
cust101327,0.3,0
cust101328,0.24,0
cust101329,0.15,0
cust101330,0.24,0
cust101331,0.21,0
cust101332,0.32,0
cust101333,0.12,0
cust101334,0.24,0
cust101335,0.24,0
cust101336,0.29,0
cust101337,0.19,0
cust101338,0.22,0
cust101339,0.19,0
cust101340,0.2,0
cust101341,0.2,0
cust101342,0.16,0
cust101343,0.54,0
cust101344,0.1,0
cust101345,0.06,0
cust101346,0.1,0
cust101347,0.11,0
cust101348,0.2,0
cust101349,0.37,0
cust101350,0.4,0
cust101351,0.23,0
cust101352,0.0,0
cust101353,0.25,0
cust101354,0.04,0
cust101355,0.14,0
cust101356,0.06,0
cust101357,0.25,0
cust101358,0.12,0
cust101359,0.29,0
cust101360,0.26,0
cust101361,0.17,0
cust101362,0.21,0
cust101363,0.31,0
cust101364,0.16,0
cust101365,0.31,0
cust101366,0.2,0
cust101367,0.23,0
cust101368,0.3,0
cust101369,0.36,0
cust101370,0.26,1
cust101371,0.21,0
cust101372,0.29,0
cust101373,0.01,0
cust101374,0.4,0
cust101375,0.04,0
cust101376,0.31,0
cust101377,0.13,0
cust101378,0.26,0
cust101379,0.19,0
cust101380,0.24,0
cust101381,0.1,0
cust101382,0.0,0
cust101383,0.25,0
cust101384,0.13,0
cust101385,0.12,0
cust101386,0.11,0
cust101387,0.44,0
cust101388,0.13,0
cust101389,0.24,0
cust101390,0.06,0
cust101391,0.38,0
cust101392,0.13,0
cust101393,0.0,0
cust101394,0.53,0
cust101395,0.07,0
cust101396,0.36,0
cust101397,0.29,0
cust101398,0.28,0
cust101399,0.17,0
cust101400,0.22,0
cust101401,0.35,0
cust101402,0.16,0
cust101403,0.23,0
cust101404,0.31,0
cust101405,0.21,0
cust101406,0.15,1
cust101407,0.37,0
cust101408,0.24,0
cust101409,0.18,0
cust101410,0.11,0
cust101411,0.08,0
cust101412,0.31,0
cust101413,0.31,0
cust101414,0.0,0
cust101415,0.13,0
cust101416,0.32,0
cust101417,0.49,1
cust101418,0.46,0
cust101419,0.31,0
cust101420,0.36,0
cust101421,0.14,0
cust101422,0.29,0
cust101423,0.05,0
cust101424,0.13,0
cust101425,0.24,0
cust101426,0.46,0
cust101427,0.29,0
cust101428,0.23,0
cust101429,0.18,0
cust101430,0.04,0
cust101431,0.27,0
cust101432,0.16,0
cust101433,0.23,0
cust101434,0.09,0
cust101435,0.21,0
cust101436,0.02,0
cust101437,0.26,0
cust101438,0.36,0
cust101439,0.31,0
cust101440,0.45,0
cust101441,0.24,0
cust101442,0.26,0
cust101443,0.26,0
cust101444,0.09,0
cust101445,0.46,0
cust101446,0.32,0
cust101447,0.17,0
cust101448,0.09,0
cust101449,0.27,0
cust101450,0.3,0
cust101451,0.22,0
cust101452,0.22,0
cust101453,0.18,0
cust101454,0.2,0
cust101455,0.36,0
cust101456,0.37,0
cust101457,0.02,0
cust101458,0.22,0
cust101459,0.06,0
cust101460,0.04,0
cust101461,0.27,1
cust101462,0.1,0
cust101463,0.0,0
cust101464,0.28,0
cust101465,0.35,0
cust101466,0.44,0
cust101467,0.15,0
cust101468,0.37,0
cust101469,0.0,0
cust101470,0.07,0
cust101471,0.26,0
cust101472,0.26,0
cust101473,0.36,0
cust101474,0.31,0
cust101475,0.19,0
cust101476,0.38,0
cust101477,0.28,0
cust101478,0.41,0
cust101479,0.1,0
cust101480,0.24,0
cust101481,0.15,0
cust101482,0.3,0
cust101483,0.17,1
cust101484,0.17,0
cust101485,0.04,0
cust101486,0.24,0
cust101487,0.33,0
cust101488,0.32,0
cust101489,0.0,0
cust101490,0.01,0
cust101491,0.44,0
cust101492,0.18,0
cust101493,0.18,0
cust101494,0.34,0
cust101495,0.22,0
cust101496,0.12,0
cust101497,0.17,0
cust101498,0.43,0
cust101499,0.03,0
cust101500,0.36,0
cust101501,0.16,0
cust101502,0.17,0
cust101503,0.42,0
cust101504,0.12,0
cust101505,0.3,0
cust101506,0.16,0
cust101507,0.03,0
cust101508,0.18,0
cust101509,0.34,0
cust101510,0.18,0
cust101511,0.27,0
cust101512,0.22,0
cust101513,0.21,0
cust101514,0.15,0
cust101515,0.22,0
cust101516,0.0,1
cust101517,0.15,0
cust101518,0.0,0
cust101519,0.23,0
cust101520,0.24,0
cust101521,0.1,0
cust101522,0.3,0
cust101523,0.25,0
cust101524,0.24,0
cust101525,0.16,0
cust101526,0.26,0
cust101527,0.33,0
cust101528,0.12,0
cust101529,0.1,0
cust101530,0.34,0
cust101531,0.0,1
cust101532,0.0,0
cust101533,0.0,0
cust101534,0.22,0
cust101535,0.22,0
cust101536,0.26,0
cust101537,0.21,0
cust101538,0.38,0
cust101539,0.39,0
cust101540,0.34,0
cust101541,0.06,0
cust101542,0.24,0
cust101543,0.1,0
cust101544,0.14,0
cust101545,0.08,0
cust101546,0.2,0
cust101547,0.27,0
cust101548,0.21,0
cust101549,0.06,0
cust101550,0.02,0
cust101551,0.11,0
cust101552,0.11,0
cust101553,0.29,0
cust101554,0.16,0
cust101555,0.18,1
cust101556,0.18,0
cust101557,0.33,0
cust101558,0.4,0
cust101559,0.25,0
cust101560,0.17,1
cust101561,0.37,0
cust101562,0.25,0
cust101563,0.15,0
cust101564,0.32,0
cust101565,0.22,1
cust101566,0.03,0
cust101567,0.28,0
cust101568,0.24,0
cust101569,0.0,0
cust101570,0.0,0
cust101571,0.22,0
cust101572,0.28,0
cust101573,0.27,0
cust101574,0.04,1
cust101575,0.16,0
cust101576,0.28,0
cust101577,0.02,0
cust101578,0.21,0
cust101579,0.23,0
cust101580,0.31,0
cust101581,0.0,0
cust101582,0.22,1
cust101583,0.44,0
cust101584,0.13,0
cust101585,0.16,0
cust101586,0.31,0
cust101587,0.11,1
cust101588,0.34,1
cust101589,0.26,1
cust101590,0.01,0
cust101591,0.21,0
cust101592,0.02,0
cust101593,0.31,0
cust101594,0.0,1
cust101595,0.0,0
cust101596,0.06,1
cust101597,0.1,1
cust101598,0.36,0
cust101599,0.2,0
cust101600,0.23,0
cust101601,0.33,0
cust101602,0.12,0
cust101603,0.13,0
cust101604,0.1,0
cust101605,0.29,0
cust101606,0.4,0
cust101607,0.23,0
cust101608,0.13,0
cust101609,0.14,0
cust101610,0.07,0
cust101611,0.29,0
cust101612,0.07,0
cust101613,0.17,0
cust101614,0.06,0
cust101615,0.0,0
cust101616,0.0,0
cust101617,0.09,0
cust101618,0.23,0
cust101619,0.16,0
cust101620,0.17,0
cust101621,0.07,0
cust101622,0.09,0
cust101623,0.07,0
cust101624,0.23,0
cust101625,0.45,0
cust101626,0.18,0
cust101627,0.04,0
cust101628,0.35,0
cust101629,0.08,0
cust101630,0.27,0
cust101631,0.15,0
cust101632,0.21,0
cust101633,0.61,0
cust101634,0.11,0
cust101635,0.13,0
cust101636,0.25,0
cust101637,0.2,0
cust101638,0.15,0
cust101639,0.12,0
cust101640,0.27,0
cust101641,0.33,0
cust101642,0.09,0
cust101643,0.06,0
cust101644,0.42,0
cust101645,0.03,0
cust101646,0.29,0
cust101647,0.25,0
cust101648,0.07,1
cust101649,0.29,0
cust101650,0.07,0
cust101651,0.07,0
cust101652,0.03,0
cust101653,0.3,0
cust101654,0.15,0
cust101655,0.33,0
cust101656,0.1,0
cust101657,0.27,0
cust101658,0.37,0
cust101659,0.19,0
cust101660,0.06,1
cust101661,0.16,0
cust101662,0.35,1
cust101663,0.29,0
cust101664,0.15,0
cust101665,0.0,0
cust101666,0.29,0
cust101667,0.4,0
cust101668,0.4,0
cust101669,0.25,0
cust101670,0.18,0
cust101671,0.11,0
cust101672,0.13,0
cust101673,0.0,0
cust101674,0.46,0
cust101675,0.2,0
cust101676,0.49,0
cust101677,0.19,0
cust101678,0.01,0
cust101679,0.42,0
cust101680,0.1,0
cust101681,0.15,0
cust101682,0.4,0
cust101683,0.38,0
cust101684,0.0,0
cust101685,0.2,0
cust101686,0.07,0
cust101687,0.26,0
cust101688,0.42,0
cust101689,0.14,1
cust101690,0.38,0
cust101691,0.09,1
cust101692,0.46,0
cust101693,0.1,0
cust101694,0.14,0
cust101695,0.24,0
cust101696,0.03,1
cust101697,0.39,1
cust101698,0.07,0
cust101699,0.27,0
cust101700,0.05,0
cust101701,0.21,0
cust101702,0.2,0
cust101703,0.15,0
cust101704,0.26,0
cust101705,0.07,0
cust101706,0.38,0
cust101707,0.22,0
cust101708,0.0,0
cust101709,0.44,1
cust101710,0.25,0
cust101711,0.39,0
cust101712,0.18,0
cust101713,0.0,0
cust101714,0.15,0
cust101715,0.05,1
cust101716,0.2,0
cust101717,0.14,0
cust101718,0.23,0
cust101719,0.0,0
cust101720,0.21,0
cust101721,0.14,0
cust101722,0.28,0
cust101723,0.0,0
cust101724,0.15,0
cust101725,0.4,0
cust101726,0.06,0
cust101727,0.29,0
cust101728,0.36,0
cust101729,0.2,0
cust101730,0.32,0
cust101731,0.32,0
cust101732,0.39,0
cust101733,0.16,0
cust101734,0.19,0
cust101735,0.3,1
cust101736,0.11,0
cust101737,0.21,0
cust101738,0.12,0
cust101739,0.0,0
cust101740,0.24,0
cust101741,0.4,0
cust101742,0.16,0
cust101743,0.21,0
cust101744,0.15,0
cust101745,0.11,0
cust101746,0.22,0
cust101747,0.33,0
cust101748,0.47,0
cust101749,0.3,0
cust101750,0.08,0
cust101751,0.03,0
cust101752,0.36,0
cust101753,0.24,0
cust101754,0.13,0
cust101755,0.07,0
cust101756,0.1,0
cust101757,0.35,0
cust101758,0.2,0
cust101759,0.03,0
cust101760,0.3,0
cust101761,0.24,0
cust101762,0.17,0
cust101763,0.27,0
cust101764,0.1,0
cust101765,0.32,0
cust101766,0.03,0
cust101767,0.09,0
cust101768,0.03,0
cust101769,0.15,0
cust101770,0.11,0
cust101771,0.16,0
cust101772,0.2,0
cust101773,0.27,0
cust101774,0.22,0
cust101775,0.23,0
cust101776,0.39,0
cust101777,0.17,0
cust101778,0.02,0
cust101779,0.31,0
cust101780,0.42,0
cust101781,0.22,0
cust101782,0.3,0
cust101783,0.12,0
cust101784,0.22,0
cust101785,0.28,0
cust101786,0.25,0
cust101787,0.14,0
cust101788,0.4,0
cust101789,0.22,0
cust101790,0.31,0
cust101791,0.25,0
cust101792,0.3,0
cust101793,0.31,0
cust101794,0.17,0
cust101795,0.3,0
cust101796,0.46,0
cust101797,0.44,0
cust101798,0.29,0
cust101799,0.4,0
cust101800,0.04,0
cust101801,0.38,0
cust101802,0.21,0
cust101803,0.0,0
cust101804,0.22,0
cust101805,0.32,0
cust101806,0.12,0
cust101807,0.43,0
cust101808,0.36,0
cust101809,0.05,0
cust101810,0.32,0
cust101811,0.21,0
cust101812,0.13,0
cust101813,0.16,0
cust101814,0.15,0
cust101815,0.05,0
cust101816,0.15,0
cust101817,0.28,0
cust101818,0.37,0
cust101819,0.38,0
cust101820,0.13,0
cust101821,0.19,0
cust101822,0.1,0
cust101823,0.32,1
cust101824,0.0,0
cust101825,0.04,0
cust101826,0.12,0
cust101827,0.23,0
cust101828,0.16,0
cust101829,0.2,0
cust101830,0.21,0
cust101831,0.23,0
cust101832,0.08,0
cust101833,0.16,0
cust101834,0.27,0
cust101835,0.23,0
cust101836,0.33,0
cust101837,0.11,0
cust101838,0.31,0
cust101839,0.38,1
cust101840,0.18,0
cust101841,0.23,0
cust101842,0.23,0
cust101843,0.26,0
cust101844,0.25,0
cust101845,0.38,0
cust101846,0.26,0
cust101847,0.3,0
cust101848,0.24,0
cust101849,0.07,0
cust101850,0.25,0
cust101851,0.17,0
cust101852,0.12,0
cust101853,0.09,0
cust101854,0.19,0
cust101855,0.13,0
cust101856,0.44,0
cust101857,0.39,0
cust101858,0.17,0
cust101859,0.29,0
cust101860,0.34,0
cust101861,0.18,0
cust101862,0.42,0
cust101863,0.31,0
cust101864,0.19,0
cust101865,0.0,0
cust101866,0.08,0
cust101867,0.24,0
cust101868,0.15,1
cust101869,0.2,0
cust101870,0.11,0
cust101871,0.23,0
cust101872,0.15,0
cust101873,0.01,0
cust101874,0.16,0
cust101875,0.13,0
cust101876,0.01,0
cust101877,0.37,0
cust101878,0.19,0
cust101879,0.16,0
cust101880,0.29,0
cust101881,0.19,0
cust101882,0.29,0
cust101883,0.02,0
cust101884,0.08,0
cust101885,0.27,0
cust101886,0.38,0
cust101887,0.2,1
cust101888,0.23,0
cust101889,0.1,0
cust101890,0.2,0
cust101891,0.11,0
cust101892,0.18,0
cust101893,0.29,0
cust101894,0.0,0
cust101895,0.23,0
cust101896,0.1,0
cust101897,0.12,0
cust101898,0.34,0
cust101899,0.24,0
cust101900,0.31,0
cust101901,0.0,0
cust101902,0.15,0
cust101903,0.15,0
cust101904,0.13,0
cust101905,0.25,0
cust101906,0.31,0
cust101907,0.07,0
cust101908,0.08,0
cust101909,0.05,0
cust101910,0.34,0
cust101911,0.14,0
cust101912,0.19,0
cust101913,0.16,0
cust101914,0.08,0
cust101915,0.24,0
cust101916,0.25,0
cust101917,0.31,0
cust101918,0.17,0
cust101919,0.16,0
cust101920,0.13,0
cust101921,0.38,0
cust101922,0.32,0
cust101923,0.2,0
cust101924,0.28,0
cust101925,0.13,0
cust101926,0.45,0
cust101927,0.13,0
cust101928,0.15,0
cust101929,0.16,0
cust101930,0.4,0
cust101931,0.22,0
cust101932,0.33,0
cust101933,0.19,0
cust101934,0.05,0
cust101935,0.29,0
cust101936,0.12,0
cust101937,0.04,0
cust101938,0.15,0
cust101939,0.28,0
cust101940,0.41,0
cust101941,0.03,0
cust101942,0.0,0
cust101943,0.31,0
cust101944,0.24,0
cust101945,0.13,0
cust101946,0.25,0
cust101947,0.29,1
cust101948,0.43,0
cust101949,0.18,0
cust101950,0.35,0
cust101951,0.15,0
cust101952,0.14,0
cust101953,0.25,0
cust101954,0.07,0
cust101955,0.04,0
cust101956,0.32,0
cust101957,0.0,0
cust101958,0.21,0
cust101959,0.16,0
cust101960,0.16,0
cust101961,0.04,0
cust101962,0.0,0
cust101963,0.12,0
cust101964,0.06,0
cust101965,0.15,0
cust101966,0.21,0
cust101967,0.11,0
cust101968,0.07,0
cust101969,0.23,0
cust101970,0.11,0
cust101971,0.08,0
cust101972,0.16,0
cust101973,0.23,0
cust101974,0.45,0
cust101975,0.39,0
cust101976,0.05,0
cust101977,0.04,0
cust101978,0.21,0
cust101979,0.27,0
cust101980,0.18,0
cust101981,0.46,0
cust101982,0.34,0
cust101983,0.4,0
cust101984,0.15,0
cust101985,0.09,0
cust101986,0.07,0
cust101987,0.19,0
cust101988,0.05,0
cust101989,0.12,0
cust101990,0.15,0
cust101991,0.31,0
cust101992,0.14,0
cust101993,0.03,0
cust101994,0.15,0
cust101995,0.22,1
cust101996,0.27,0
cust101997,0.09,0
cust101998,0.28,0
cust101999,0.37,0
cust102000,0.26,0
cust102001,0.23,0
cust102002,0.15,0
cust102003,0.13,0
cust102004,0.0,0
cust102005,0.27,0
cust102006,0.16,0
cust102007,0.22,0
cust102008,0.26,0
cust102009,0.11,0
cust102010,0.32,0
cust102011,0.21,0
cust102012,0.38,0
cust102013,0.22,0
cust102014,0.24,0
cust102015,0.17,0
cust102016,0.38,0
cust102017,0.0,0
cust102018,0.14,0
cust102019,0.16,0
cust102020,0.02,0
cust102021,0.1,0
cust102022,0.0,0
cust102023,0.22,0
cust102024,0.03,0
cust102025,0.24,0
cust102026,0.17,0
cust102027,0.1,0
cust102028,0.01,0
cust102029,0.12,0
cust102030,0.24,0
cust102031,0.18,0
cust102032,0.28,0
cust102033,0.11,0
cust102034,0.39,0
cust102035,0.17,0
cust102036,0.1,0
cust102037,0.36,0
cust102038,0.36,0
cust102039,0.19,0
cust102040,0.14,0
cust102041,0.31,0
cust102042,0.09,1
cust102043,0.31,0
cust102044,0.03,0
cust102045,0.19,0
cust102046,0.2,0
cust102047,0.34,0
cust102048,0.0,0
cust102049,0.23,0
cust102050,0.19,1
cust102051,0.2,0
cust102052,0.09,0
cust102053,0.04,0
cust102054,0.14,0
cust102055,0.17,0
cust102056,0.38,0
cust102057,0.21,0
cust102058,0.2,0
cust102059,0.28,0
cust102060,0.01,1
cust102061,0.29,0
cust102062,0.31,0
cust102063,0.31,0
cust102064,0.16,0
cust102065,0.05,0
cust102066,0.08,0
cust102067,0.23,0
cust102068,0.26,0
cust102069,0.35,0
cust102070,0.38,1
cust102071,0.3,0
cust102072,0.2,0
cust102073,0.23,0
cust102074,0.17,0
cust102075,0.33,0
cust102076,0.27,0
cust102077,0.23,0
cust102078,0.05,0
cust102079,0.33,0
cust102080,0.02,0
cust102081,0.35,0
cust102082,0.32,0
cust102083,0.01,0
cust102084,0.19,0
cust102085,0.05,0
cust102086,0.18,0
cust102087,0.27,0
cust102088,0.18,0
cust102089,0.04,0
cust102090,0.23,0
cust102091,0.23,0
cust102092,0.2,0
cust102093,0.07,0
cust102094,0.16,0
cust102095,0.23,0
cust102096,0.18,0
cust102097,0.45,0
cust102098,0.23,0
cust102099,0.18,0
cust102100,0.26,0
cust102101,0.07,0
cust102102,0.25,0
cust102103,0.39,1
cust102104,0.09,0
cust102105,0.24,0
cust102106,0.29,0
cust102107,0.0,0
cust102108,0.4,0
cust102109,0.07,0
cust102110,0.16,0
cust102111,0.25,0
cust102112,0.17,0
cust102113,0.3,0
cust102114,0.22,0
cust102115,0.27,0
cust102116,0.21,0
cust102117,0.38,0
cust102118,0.0,0
cust102119,0.24,0
cust102120,0.16,0
cust102121,0.08,0
cust102122,0.1,0
cust102123,0.13,0
cust102124,0.27,0
cust102125,0.09,0
cust102126,0.18,0
cust102127,0.23,0
cust102128,0.06,0
cust102129,0.33,0
cust102130,0.49,0
cust102131,0.12,0
cust102132,0.31,0
cust102133,0.16,0
cust102134,0.26,0
cust102135,0.18,0
cust102136,0.47,0
cust102137,0.16,0
cust102138,0.3,0
cust102139,0.27,0
cust102140,0.07,0
cust102141,0.0,0
cust102142,0.27,0
cust102143,0.3,0
cust102144,0.14,0
cust102145,0.12,0
cust102146,0.32,0
cust102147,0.3,0
cust102148,0.31,0
cust102149,0.23,0
cust102150,0.11,0
cust102151,0.05,0
cust102152,0.0,0
cust102153,0.19,0
cust102154,0.43,0
cust102155,0.26,0
cust102156,0.19,0
cust102157,0.02,0
cust102158,0.12,0
cust102159,0.2,1
cust102160,0.17,1
cust102161,0.31,0
cust102162,0.18,0
cust102163,0.28,0
cust102164,0.19,0
cust102165,0.18,1
cust102166,0.35,0
cust102167,0.11,0
cust102168,0.17,0
cust102169,0.04,0
cust102170,0.21,0
cust102171,0.33,0
cust102172,0.28,0
cust102173,0.29,0
cust102174,0.33,0
cust102175,0.28,0
cust102176,0.29,0
cust102177,0.25,0
cust102178,0.08,0
cust102179,0.26,0
cust102180,0.31,0
cust102181,0.09,0
cust102182,0.23,0
cust102183,0.33,0
cust102184,0.16,0
cust102185,0.04,0
cust102186,0.21,0
cust102187,0.39,0
cust102188,0.09,0
cust102189,0.19,0
cust102190,0.11,0
cust102191,0.16,0
cust102192,0.23,0
cust102193,0.38,0
cust102194,0.11,0
cust102195,0.11,0
cust102196,0.1,0
cust102197,0.07,0
cust102198,0.02,0
cust102199,0.1,0
cust102200,0.19,0
cust102201,0.2,0
cust102202,0.34,0
cust102203,0.1,0
cust102204,0.11,0
cust102205,0.11,0
cust102206,0.22,0
cust102207,0.18,0
cust102208,0.29,1
cust102209,0.11,0
cust102210,0.31,0
cust102211,0.31,0
cust102212,0.17,0
cust102213,0.13,1
cust102214,0.22,0
cust102215,0.11,0
cust102216,0.44,0
cust102217,0.22,1
cust102218,0.3,0
cust102219,0.05,0
cust102220,0.0,0
cust102221,0.28,0
cust102222,0.26,0
cust102223,0.11,0
cust102224,0.13,0
cust102225,0.12,0
cust102226,0.23,0
cust102227,0.31,0
cust102228,0.01,0
cust102229,0.26,0
cust102230,0.1,0
cust102231,0.14,0
cust102232,0.18,0
cust102233,0.04,0
cust102234,0.54,0
cust102235,0.49,0
cust102236,0.29,1
cust102237,0.28,0
cust102238,0.07,0
cust102239,0.49,0
cust102240,0.2,0
cust102241,0.19,0
cust102242,0.34,0
cust102243,0.23,0
cust102244,0.11,0
cust102245,0.17,0
cust102246,0.15,0
cust102247,0.21,0
cust102248,0.27,0
cust102249,0.26,0
cust102250,0.36,0
cust102251,0.2,0
cust102252,0.31,1
cust102253,0.4,0
cust102254,0.05,0
cust102255,0.29,0
cust102256,0.07,0
cust102257,0.02,0
cust102258,0.39,0
cust102259,0.34,1
cust102260,0.26,0
cust102261,0.14,0
cust102262,0.38,0
cust102263,0.04,1
cust102264,0.21,0
cust102265,0.26,0
cust102266,0.35,0
cust102267,0.02,0
cust102268,0.0,0
cust102269,0.21,0
cust102270,0.24,0
cust102271,0.22,0
cust102272,0.09,1
cust102273,0.19,0
cust102274,0.02,0
cust102275,0.25,0
cust102276,0.31,0
cust102277,0.11,0
cust102278,0.0,0
cust102279,0.18,0
cust102280,0.18,0
cust102281,0.19,0
cust102282,0.36,0
cust102283,0.22,0
cust102284,0.45,0
cust102285,0.25,0
cust102286,0.07,0
cust102287,0.34,0
cust102288,0.19,0
cust102289,0.14,0
cust102290,0.23,0
cust102291,0.21,0
cust102292,0.01,0
cust102293,0.1,0
cust102294,0.34,0
cust102295,0.22,0
cust102296,0.28,0
cust102297,0.32,0
cust102298,0.42,0
cust102299,0.12,0
cust102300,0.12,0
cust102301,0.09,0
cust102302,0.13,0
cust102303,0.09,0
cust102304,0.2,0
cust102305,0.19,0
cust102306,0.27,0
cust102307,0.06,0
cust102308,0.12,0
cust102309,0.24,0
cust102310,0.28,0
cust102311,0.0,0
cust102312,0.13,0
cust102313,0.17,0
cust102314,0.0,0
cust102315,0.25,0
cust102316,0.34,0
cust102317,0.0,1
cust102318,0.01,0
cust102319,0.31,0
cust102320,0.34,0
cust102321,0.05,0
cust102322,0.08,0
cust102323,0.28,0
cust102324,0.17,0
cust102325,0.14,0
cust102326,0.39,0
cust102327,0.24,0
cust102328,0.0,0
cust102329,0.23,0
cust102330,0.03,0
cust102331,0.29,0
cust102332,0.32,0
cust102333,0.25,0
cust102334,0.31,0
cust102335,0.44,0
cust102336,0.29,0
cust102337,0.16,0
cust102338,0.07,0
cust102339,0.23,0
cust102340,0.08,0
cust102341,0.03,0
cust102342,0.14,0
cust102343,0.0,0
cust102344,0.04,0
cust102345,0.26,0
cust102346,0.14,0
cust102347,0.16,0
cust102348,0.2,0
cust102349,0.0,0
cust102350,0.22,0
cust102351,0.2,0
cust102352,0.19,0
cust102353,0.24,0
cust102354,0.0,0
cust102355,0.43,0
cust102356,0.16,0
cust102357,0.03,0
cust102358,0.21,0
cust102359,0.05,0
cust102360,0.21,0
cust102361,0.26,0
cust102362,0.04,0
cust102363,0.3,1
cust102364,0.22,0
cust102365,0.24,0
cust102366,0.25,0
cust102367,0.26,0
cust102368,0.33,0
cust102369,0.3,0
cust102370,0.26,0
cust102371,0.11,0
cust102372,0.23,0
cust102373,0.13,0
cust102374,0.03,0
cust102375,0.2,0
cust102376,0.09,0
cust102377,0.34,1
cust102378,0.2,0
cust102379,0.21,0
cust102380,0.29,0
cust102381,0.15,0
cust102382,0.17,0
cust102383,0.34,1
cust102384,0.03,0
cust102385,0.1,0
cust102386,0.18,0
cust102387,0.29,0
cust102388,0.23,0
cust102389,0.06,0
cust102390,0.09,0
cust102391,0.4,0
cust102392,0.24,0
cust102393,0.13,0
cust102394,0.14,0
cust102395,0.65,0
cust102396,0.36,0
cust102397,0.0,1
cust102398,0.14,0
cust102399,0.29,0
cust102400,0.17,0
cust102401,0.34,0
cust102402,0.41,0
cust102403,0.2,0
cust102404,0.24,0
cust102405,0.18,0
cust102406,0.31,0
cust102407,0.38,0
cust102408,0.31,0
cust102409,0.07,0
cust102410,0.29,0
cust102411,0.13,0
cust102412,0.41,0
cust102413,0.26,0
cust102414,0.33,0
cust102415,0.2,0
cust102416,0.2,0
cust102417,0.25,0
cust102418,0.2,0
cust102419,0.39,0
cust102420,0.06,0
cust102421,0.28,0
cust102422,0.13,0
cust102423,0.3,0
cust102424,0.0,0
cust102425,0.35,0
cust102426,0.16,0
cust102427,0.05,0
cust102428,0.29,0
cust102429,0.18,0
cust102430,0.23,0
cust102431,0.35,0
cust102432,0.07,1
cust102433,0.11,0
cust102434,0.21,0
cust102435,0.27,0
cust102436,0.12,0
cust102437,0.1,0
cust102438,0.29,0
cust102439,0.32,0
cust102440,0.37,0
cust102441,0.16,1
cust102442,0.0,0
cust102443,0.26,0
cust102444,0.29,0
cust102445,0.02,0
cust102446,0.21,0
cust102447,0.23,0
cust102448,0.24,0
cust102449,0.14,0
cust102450,0.21,0
cust102451,0.27,0
cust102452,0.0,0
cust102453,0.31,0
cust102454,0.16,0
cust102455,0.29,0
cust102456,0.12,0
cust102457,0.0,0
cust102458,0.34,0
cust102459,0.4,0
cust102460,0.0,0
cust102461,0.04,0
cust102462,0.21,0
cust102463,0.07,0
cust102464,0.29,0
cust102465,0.1,0
cust102466,0.14,1
cust102467,0.23,0
cust102468,0.0,0
cust102469,0.16,0
cust102470,0.44,0
cust102471,0.27,0
cust102472,0.08,0
cust102473,0.33,0
cust102474,0.45,0
cust102475,0.35,0
cust102476,0.13,0
cust102477,0.12,0
cust102478,0.16,0
cust102479,0.07,0
cust102480,0.2,0
cust102481,0.08,0
cust102482,0.09,0
cust102483,0.24,1
cust102484,0.13,0
cust102485,0.18,0
cust102486,0.46,0
cust102487,0.24,0
cust102488,0.34,0
cust102489,0.25,0
cust102490,0.27,0
cust102491,0.04,0
cust102492,0.13,0
cust102493,0.17,0
cust102494,0.15,0
cust102495,0.18,0
cust102496,0.22,0
cust102497,0.17,0
cust102498,0.28,0
cust102499,0.17,0
cust102500,0.33,0
cust102501,0.2,0
cust102502,0.13,0
cust102503,0.05,0
cust102504,0.11,0
cust102505,0.17,0
cust102506,0.34,0
cust102507,0.05,0
cust102508,0.32,0
cust102509,0.19,0
cust102510,0.1,0
cust102511,0.04,0
cust102512,0.27,0
cust102513,0.0,0
cust102514,0.14,0
cust102515,0.15,0
cust102516,0.18,0
cust102517,0.27,0
cust102518,0.13,0
cust102519,0.21,0
cust102520,0.05,0
cust102521,0.21,0
cust102522,0.27,0
cust102523,0.16,0
cust102524,0.24,0
cust102525,0.21,0
cust102526,0.16,0
cust102527,0.19,0
cust102528,0.18,0
cust102529,0.0,0
cust102530,0.02,0
cust102531,0.25,0
cust102532,0.0,0
cust102533,0.34,0
cust102534,0.03,0
cust102535,0.2,0
cust102536,0.26,0
cust102537,0.12,0
cust102538,0.34,0
cust102539,0.04,0
